province,points
California,82
Other,82
California,82
Mendoza Province,82
Northern Spain,82
California,82
Mendoza Province,82
Oregon,82
California,82
New Mexico,82
California,82
Casablanca Valley,82
Curicó Valley,82
Maipo Valley,82
California,82
Rapel Valley,82
Oregon,82
New York,82
Maule Valley,82
California,82
Oregon,82
Curicó Valley,82
Alsace,82
Champagne,82
California,82
Mendoza Province,82
California,82
Texas,82
Kakheti,82
France Other,82
Mendoza Province,82
Alentejano,82
France Other,82
Douro,82
Mendoza Province,82
Virginia,82
Mendoza Province,82
France Other,82
Virginia,82
California,82
Valle de Guadalupe,82
California,82
Other,82
California,82
Catalonia,82
California,82
Mendoza Province,82
Dão,82
California,82
Catalonia,82
Northern Spain,82
California,82
Valle de Guadalupe,82
California,82
Loncomilla Valley,82
Provence,82
California,82
Virginia,82
Washington,82
California,82
Virginia,82
California,82
Valle de Guadalupe,82
Beaujolais,82
Bordeaux,82
Rhône Valley,82
Northern Spain,82
Bordeaux,82
Central Spain,82
California,82
Washington,82
California,82
Washington,82
California,82
Maule Valley,82
California,82
Washington,82
Casablanca Valley,82
Virginia,82
Oregon,82
Northern Spain,82
Sicily & Sardinia,82
California,82
Mendoza Province,82
Northern Spain,82
Michigan,82
Galicia,82
California,82
New York,82
Sicily & Sardinia,82
California,82
Virginia,82
California,82
Virginia,82
Mendoza Province,82
California,82
Maipo Valley,82
Central Italy,82
Mendoza Province,82
California,82
Mendoza Province,82
California,82
Mendoza Province,82
California,82
Other,82
California,82
Northern Spain,82
Mendoza Province,82
California,82
Mendoza Province,82
Northern Spain,82
Catalonia,82
Palmela,82
Central Spain,82
Mendoza Province,82
Northern Spain,82
California,82
Mendoza Province,82
Northern Spain,82
California,82
Northern Spain,82
Mendoza Province,82
California,82
South Australia,82
Central Spain,82
Virginia,82
Oregon,82
California,82
Central Valley,82
Piedmont,82
Central Valley,82
Casablanca Valley,82
California,82
Curicó Valley,82
California,82
Mendoza Province,82
Alentejano,82
California,82
Bordeaux,82
Northern Spain,82
California,82
Mendoza Province,82
California,82
Oregon,82
Mendoza Province,82
California,82
Mendoza Province,82
California,82
Alsace,82
Mendoza Province,82
California,82
Alsace,82
Mendoza Province,82
California,82
Mendoza Province,82
Northern Spain,82
California,82
Northern Spain,82
Other,82
California,82
Northeastern Italy,82
Northern Spain,82
Marlborough,82
Washington,82
Vinho Verde,82
California,82
Northern Spain,82
Other,82
Mendoza Province,82
California,82
Mendoza Province,82
Burgundy,82
California,82
Port,82
Loire Valley,82
Mendoza Province,82
California,82
Peumo,82
California,82
Casablanca Valley,82
California,82
Bordeaux,82
California,82
Bordeaux,82
Central Valley,82
Catalonia,82
Bordeaux,82
California,82
Colchagua Valley,82
California,82
Washington,82
California,82
Virginia,82
Loncomilla Valley,82
California,82
Central Valley,82
Virginia,82
California,82
Virginia,82
Maule Valley,82
California,82
New Mexico,82
California,82
Missouri,82
California,82
Oregon,82
Colchagua Costa,83
Languedoc-Roussillon,83
California,83
Bordeaux,83
Southern Italy,83
Washington,83
Sicily & Sardinia,83
Bordeaux,83
Central Valley,83
New York,83
California,83
Northern Spain,83
Mendoza Province,83
Galicia,83
Northern Spain,83
Central Spain,83
California,83
New Jersey,83
Mendoza Province,83
Alsace,83
Oregon,83
Northern Spain,83
Mendoza Province,83
California,83
Oregon,83
Sicily & Sardinia,83
Other,83
Ontario,83
Australia Other,83
Mendoza Province,83
Southern Italy,83
New Jersey,83
Casablanca Valley,83
California,83
Maipo Valley,83
California,83
Maule Valley,83
Mendoza Province,83
Washington,83
California,83
,83
Northern Spain,83
Bordeaux,83
Central Spain,83
California,83
Galicia,83
Alentejo,83
California,83
Lisboa,83
Northeastern Italy,83
California,83
Northern Spain,83
California,83
Mendoza Province,83
California,83
Other,83
Mendoza Province,83
Northern Spain,83
California,83
Portuguese Table Wine,83
California,83
Mendoza Province,83
California,83
Northern Spain,83
Vinho Verde,83
California,83
Australia Other,83
Lisboa,83
Australia Other,83
Vinho Verde,83
Mendoza Province,83
Australia Other,83
Northern Spain,83
Casablanca Valley,83
California,83
Tejo,83
Maipo Valley,83
Colchagua Valley,83
Tejo,83
Maipo Valley,83
Maule Valley,83
Northern Spain,83
Tuscany,83
Northern Spain,83
France Other,83
Provence,83
France Other,83
Mendoza Province,83
France Other,83
California,83
Northern Spain,83
California,83
France Other,83
California,83
France Other,83
Northern Spain,83
Mendoza Province,83
France Other,83
Provence,83
California,83
France Other,83
California,83
France Other,83
California,83
Southern Italy,83
California,83
Southern Italy,83
Central Italy,83
France Other,83
Port,83
Loire Valley,83
California,83
Colorado,83
Tuscany,83
Mendoza Province,83
California,83
Tuscany,83
Alentejano,83
Douro,83
Mendoza Province,83
Oregon,83
Central Italy,83
Oregon,83
Douro,83
California,83
Catalonia,83
Burgundy,83
Central Spain,83
California,83
Burgundy,83
Michigan,83
New York,83
Missouri,83
Burgundy,83
New Mexico,83
Central Spain,83
Missouri,83
America,83
Virginia,83
Massachusetts,83
Central Spain,83
New Mexico,83
California,83
Catalonia,83
California,83
Burgundy,83
Ohio,83
California,83
Other,83
Mendoza Province,83
Piedmont,83
Italy Other,83
Piedmont,83
Idaho,83
California,83
Oregon,83
California,83
Australia Other,83
Andalucia,83
Mendoza Province,83
Oregon,83
Idaho,83
New Mexico,83
Oregon,83
California,83
Catalonia,83
Pennsylvania,83
California,83
Mendoza Province,83
Other,83
Oregon,83
Colchagua Valley,83
Veneto,83
California,83
Central Valley,83
Maipo Valley,83
Northeastern Italy,83
California,83
Tuscany,83
Casablanca Valley,83
Cachapoal Valley,83
Casablanca Valley,83
Colchagua Valley,83
Central Valley,83
California,83
Bucelas,83
Valle de Guadalupe,83
Maule Valley,83
Black Sea Coastal,83
Peljesac,83
California,83
Piedmont,83
Central Valley,83
Colchagua Valley,83
Trás-os-Montes,83
Santa Catarina,83
Maipo Valley,83
California,83
Central Valley,83
Italy Other,83
Curicó Valley,83
California,83
Northern Spain,83
Central Spain,83
Victoria,83
California,83
Catalonia,83
Northern Spain,83
Veneto,83
Mendoza Province,83
Virginia,83
New Mexico,83
California,83
Mendoza Province,83
California,83
Southwest France,83
Mendoza Province,83
Central Spain,83
New Mexico,83
Southern Italy,83
California,83
Central Italy,83
Virginia,83
Mendoza Province,83
California,83
Valle de Guadalupe,83
Vinho Verde,83
Central Italy,83
Veneto,83
Central Italy,83
California,83
Piedmont,83
California,83
Other,83
California,83
Virginia,83
Oregon,83
Idaho,83
Other,83
Central Italy,83
Italy Other,83
Central Italy,83
Mendoza Province,83
Piedmont,83
California,83
Virginia,83
California,83
Virginia,83
California,83
Northern Spain,83
California,83
Washington,83
Catalonia,83
Serra Gaúcha,83
San Jose,83
California,83
Beaujolais,83
Catalonia,83
California,83
Washington,83
California,83
Northern Spain,83
Washington,83
Rhône Valley,83
California,83
Casablanca Valley,83
Loire Valley,83
Southern Italy,83
Casablanca Valley,83
Washington,83
Maule Valley,83
Alsace,83
Veneto,83
California,83
Veneto,83
California,83
Veneto,83
New York,83
California,83
Loire Valley,83
California,83
Southern Italy,83
Maipo Valley,83
California,83
Australia Other,83
California,83
Southern Italy,83
Curicó Valley,83
Aconcagua Costa,83
Malleco,83
Central Valley,83
California,83
Australia Other,83
Mendoza Province,83
California,83
Bordeaux,83
Central Italy,83
Virginia,83
Mendoza Province,83
California,83
Valle de Guadalupe,83
Southern Italy,83
Other,83
Douro,83
Bordeaux,83
Lisboa,83
Central Spain,83
California,83
Bordeaux,83
California,83
Tuscany,83
Central Spain,83
Limarí Valley,83
Bordeaux,83
Casablanca Valley,83
California,83
Catalonia,83
New York,83
Bordeaux,83
Marlborough,83
Tuscany,83
Oregon,83
Loire Valley,83
Northeastern Italy,83
Northern Spain,83
Mendoza Province,83
Bordeaux,83
Northern Spain,83
Rheinhessen,83
Mendoza Province,83
Alentejano,83
California,83
Northern Spain,83
Sicily & Sardinia,83
Colchagua Valley,83
California,83
Beaujolais,83
Sicily & Sardinia,83
California,83
Beaujolais,83
Catalonia,83
Mendoza Province,83
Levante,83
Tejo,83
Levante,83
Other,83
Champagne,83
California,83
Northern Spain,83
Mendoza Province,83
Northern Spain,83
Oregon,83
California,83
Northern Spain,83
Mendoza Province,83
Beaujolais,83
Northern Spain,83
California,83
Northern Spain,83
Mendoza Province,83
Tejo,83
Mendoza Province,83
California,83
Other,83
Veneto,83
California,83
Other,83
Mendoza Province,83
Western Cape,83
Mendoza Province,83
California,83
Moldova,83
Northern Spain,83
Ukraine,83
Bordeaux,83
Alentejo,83
New York,83
California,83
Terras do Sado,83
Oregon,83
California,83
Levante,83
Spain Other,83
Mendoza Province,83
Central Valley,83
Catalonia,83
Casablanca Valley,83
France Other,83
California,83
Mendoza Province,83
Casablanca Valley,83
Oregon,83
California,83
Oregon,83
Colchagua Valley,83
Catalonia,83
California,83
Casablanca Valley,83
Tejo,83
Alsace,83
Catalonia,83
Maule Valley,83
California,83
Languedoc-Roussillon,83
Catalonia,83
Tejo,83
Catalonia,83
Alentejano,83
Catalonia,83
Mendoza Province,83
California,83
Mendoza Province,83
Bordeaux,83
Other,83
Bordeaux,83
Mendoza Province,83
California,83
Levante,83
Bordeaux,83
California,83
Bordeaux,83
Other,83
Mendoza Province,83
Other,83
Levante,83
Bordeaux,83
Lombardy,83
California,83
Waipara,83
Oregon,83
California,83
Oregon,83
California,83
Southern Italy,83
California,83
Loire Valley,83
Oregon,83
Catalonia,83
Vale dos Vinhedos,83
California,83
Loire Valley,83
California,83
Burgundy,83
Leyda Valley,83
Texas,83
California,83
Washington,83
Elqui Valley,83
New York,83
Illinois,83
California,83
Valle de Guadalupe,83
California,83
Washington,83
Missouri,83
Michigan,83
California,83
Colchagua Valley,83
Curicó Valley,83
Elqui Valley,83
New York,83
California,83
Washington,83
Texas,83
Arizona,83
Veneto,83
Washington,83
Northern Spain,83
California,83
Northern Spain,83
South Australia,83
Loire Valley,83
Central Spain,83
Washington,83
California,83
Mendoza Province,83
Other,83
Piedmont,83
California,83
New York,83
California,83
Mendoza Province,83
Kentucky,83
California,83
Virginia,83
Mendoza Province,83
New Mexico,83
Piedmont,83
Mendoza Province,83
New York,83
Mendoza Province,83
California,83
Rapel Valley,83
Central Valley,83
California,83
Central Valley,83
California,83
Colchagua Valley,83
Casablanca Valley,83
Catalonia,83
Central Spain,83
California,83
Tuscany,83
California,83
Northern Spain,83
Tuscany,83
Douro,83
Washington,83
California,83
New York,83
Northern Spain,83
California,83
Curicó Valley,83
Oregon,83
California,83
Northern Spain,83
Mendoza Province,83
Ontario,83
California,83
Oregon,83
Veneto,83
Catalonia,83
Marlborough,83
Loire Valley,83
Marlborough,83
Veneto,83
Marlborough,83
New Zealand,83
California,83
Andalucia,83
Central Spain,83
California,83
Western Cape,83
Oregon,83
California,83
France Other,83
California,83
Molina,83
California,83
Central Valley,83
California,83
Western Cape,83
Oregon,83
Central Valley,83
California,83
Limarí Valley,83
Central Valley,83
Colchagua Valley,83
Maipo Valley,83
California,83
Kakheti,83
California,83
Colchagua Valley,83
California,83
Washington,83
Central Spain,83
California,83
Marlborough,83
Central Italy,83
Tuscany,83
Washington,83
California,83
Algarve,83
Portuguese Table Wine,83
Washington,83
New York,83
Tuscany,83
California,83
Ontario,83
Northern Spain,83
Judean Hills,83
New York,83
California,83
Tuscany,83
Central Italy,83
California,83
New York,83
Tuscany,83
Mendoza Province,83
California,83
Curicó Valley,83
Piedmont,83
New York,83
Veneto,83
Central Valley,83
California,83
Northeastern Italy,83
Oregon,83
California,83
Michigan,83
Mendoza Province,83
California,83
Northeastern Italy,83
Catalonia,83
Other,83
Tejo,83
Northern Spain,83
Minho,83
California,83
Catalonia,83
Washington,83
Bordeaux,83
Other,83
Loire Valley,83
Ukraine,83
Mendoza Province,83
France Other,83
Northern Spain,83
California,83
Michigan,83
California,83
Sicily & Sardinia,83
Missouri,83
California,83
Catalonia,83
Maule Valley,83
California,83
Sicily & Sardinia,83
Central Spain,83
Texas,83
Alentejano,83
California,83
Washington,83
California,83
Colchagua Valley,83
California,83
Colchagua Valley,83
Washington,83
California,83
Loire Valley,83
Dealurile Munteniei,83
New York,83
Central Spain,83
California,83
Washington,83
America,83
Washington,83
Bordeaux,83
Northern Spain,83
Bordeaux,83
America,83
Loire Valley,83
California,83
Piedmont,83
Cachapoal Valley,83
Other,83
Moldova,83
Champagne,83
California,83
Mendoza Province,83
Hungary,83
New York,83
California,83
